Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","25.6","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","30.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","34.4","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","31.6","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","37.2","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","7.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","6.5","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","8.9","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2.4","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2.8","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.3","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","3.1","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","32.4","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","29.6","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","35.2","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","9.8","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","8.9","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","10.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","11.8","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","10.8","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","12.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","50.8","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","3.9","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","47","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.19","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","18","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21046","Percentage of population using safely managed sanitation services (percent)","2018","2018","%","65","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","97","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
